HOTEL_ID,ROOM_ID,LISTING_ID
9232344,923234401,9232344-923234401
9232522,923252201,9232522-923252201
9232522,923252202,9232522-923252202
9232522,923252203,9232522-923252203
9232522,923252204,9232522-923252204
9232610,923261001,9232610-923261001
9240947,924094701,9240947-924094701
9241996,924199601,9241996-924199601
9246198,924619802,9246198-924619802
9246201,924620102,9246201-924620102
9246205,924620502,9246205-924620502
9246208,924620802,9246208-924620802
9246217,924621702,9246217-924621702
9248186,924818602,9248186-924818602
9248195,924819502,9248195-924819502
9251045,925104501,9251045-925104501
9251859,925185902,9251859-925185902
9253928,925392801,9253928-925392801
9259022,925902201,9259022-925902201
9262430,926243001,9262430-926243001
9267917,926791701,9267917-926791701
9268220,926822002,9268220-926822002
9273747,927374701,9273747-927374701
9279724,927972402,9279724-927972402
9279880,927988002,9279880-927988002
9280115,928011502,9280115-928011502
9280139,928013902,9280139-928013902
9282314,928231402,9282314-928231402
9286603,928660301,9286603-928660301
9286953,928695301,9286953-928695301
9286953,928695302,9286953-928695302
9286953,928695303,9286953-928695303
9287001,928700101,9287001-928700101
9289367,928936701,9289367-928936701
9290282,929028201,9290282-929028201
9296219,929621901,9296219-929621901
9298165,929816501,9298165-929816501
9299251,929925101,9299251-929925101
9299883,929988301,9299883-929988301
9301105,930110501,9301105-930110501
9302432,930243202,9302432-930243202
9303343,930334301,9303343-930334301
9307581,930758101,9307581-930758101
9316541,931654101,9316541-931654101
9317444,931744401,9317444-931744401
9321764,932176401,9321764-932176401
9327042,932704202,9327042-932704202
9327639,932763902,9327639-932763902
9328958,932895802,9328958-932895802
9331715,933171501,9331715-933171501
9332788,933278802,9332788-933278802
9337696,933769601,9337696-933769601
9337696,933769602,9337696-933769602
9337696,933769603,9337696-933769603
9338896,933889601,9338896-933889601
9345133,934513301,9345133-934513301
9364495,936449501,9364495-936449501
9369962,936996202,9369962-936996202
9370094,937009402,9370094-937009402
9370301,937030102,9370301-937030102
9373089,937308901,9373089-937308901
9374145,937414501,9374145-937414501
9374145,937414502,9374145-937414502
9374389,937438901,9374389-937438901
9374389,937438902,9374389-937438902
9374389,937438903,9374389-937438903
9374389,937438904,9374389-937438904
9377061,937706102,9377061-937706102
9377762,937776201,9377762-937776201
9383417,938341701,9383417-938341701
9384160,938416001,9384160-938416001
9386130,938613001,9386130-938613001
9392396,939239602,9392396-939239602
9396427,939642702,9396427-939642702
9397876,939787601,9397876-939787601
9398604,939860402,9398604-939860402
9405213,940521302,9405213-940521302
9413152,941315201,9413152-941315201
9414300,941430001,9414300-941430001
9418911,941891101,9418911-941891101
9426622,942662201,9426622-942662201
9426778,942677801,9426778-942677801
9427060,942706001,9427060-942706001
9428956,942895601,9428956-942895601
9429642,942964202,9429642-942964202
9429901,942990102,9429901-942990102
9429926,942992602,9429926-942992602
9429961,942996102,9429961-942996102
9430143,943014301,9430143-943014301
9433040,943304002,9433040-943304002
9433045,943304502,9433045-943304502
9433047,943304702,9433047-943304702
9433058,943305802,9433058-943305802
9433066,943306602,9433066-943306602
9433070,943307002,9433070-943307002
9433072,943307202,9433072-943307202
9433076,943307602,9433076-943307602
9433086,943308602,9433086-943308602
9433094,943309402,9433094-943309402
9445631,944563101,9445631-944563101
9446676,944667601,9446676-944667601
9450242,945024201,9450242-945024201
9451171,945117101,9451171-945117101
9456265,945626501,9456265-945626501
9458958,945895802,9458958-945895802
9459025,945902502,9459025-945902502
9459391,945939101,9459391-945939101
9466479,946647901,9466479-946647901
9468792,946879201,9468792-946879201
9471176,947117601,9471176-947117601
9471176,947117602,9471176-947117602
9471176,947117603,9471176-947117603
9471176,947117604,9471176-947117604
9471176,947117605,9471176-947117605
9474633,947463301,9474633-947463301
9474778,947477801,9474778-947477801
9477965,947796501,9477965-947796501
9477965,947796502,9477965-947796502
9482307,948230701,9482307-948230701
9485864,948586401,9485864-948586401
9485864,948586402,9485864-948586402
9501963,950196301,9501963-950196301
9501963,950196303,9501963-950196303
9504219,950421901,9504219-950421901
9513100,951310001,9513100-951310001
9513564,951356401,9513564-951356401
9517891,951789101,9517891-951789101
9520446,952044601,9520446-952044601
9520784,952078401,9520784-952078401
9520784,952078402,9520784-952078402
9522993,952299301,9522993-952299301
9522993,952299302,9522993-952299302
9522993,952299307,9522993-952299307
9528100,952810001,9528100-952810001
9528473,952847301,9528473-952847301
9528664,952866401,9528664-952866401
9528664,952866402,9528664-952866402
9529084,952908401,9529084-952908401
9529302,952930201,9529302-952930201
9541602,954160201,9541602-954160201
9543255,954325501,9543255-954325501
9543585,954358501,9543585-954358501
9543938,954393801,9543938-954393801
9546530,954653001,9546530-954653001
9551068,955106801,9551068-955106801
9553882,955388201,9553882-955388201
9573605,957360501,9573605-957360501
9573913,957391301,9573913-957391301
9574086,957408601,9574086-957408601
9576630,957663001,9576630-957663001
9578592,957859201,9578592-957859201
9581029,958102901,9581029-958102901
9581029,958102902,9581029-958102902
9581029,958102903,9581029-958102903
9581029,958102904,9581029-958102904
9581029,958102905,9581029-958102905
9581029,958102906,9581029-958102906
9581274,958127401,9581274-958127401
9581274,958127402,9581274-958127402
9581274,958127403,9581274-958127403
9581274,958127404,9581274-958127404
9581358,958135801,9581358-958135801
9583828,958382801,9583828-958382801
9583831,958383102,9583831-958383102
9583831,958383103,9583831-958383103
9583831,958383104,9583831-958383104
9583831,958383105,9583831-958383105
9584158,958415801,9584158-958415801
9584158,958415802,9584158-958415802
9584158,958415803,9584158-958415803
9584158,958415804,9584158-958415804
9584855,958485502,9584855-958485502
9589255,958925501,9589255-958925501
9589768,958976801,9589768-958976801
9590010,959001001,9590010-959001001
9607891,960789101,9607891-960789101
9608417,960841701,9608417-960841701
9609170,960917001,9609170-960917001
9609207,960920701,9609207-960920701
9609207,960920702,9609207-960920702
9611224,961122401,9611224-961122401
9613541,961354101,9613541-961354101
9615018,961501801,9615018-961501801
9615393,961539301,9615393-961539301
9618863,961886302,9618863-961886302
9624073,962407301,9624073-962407301
9624117,962411701,9624117-962411701
9627464,962746401,9627464-962746401
9627729,962772901,9627729-962772901
9629677,962967701,9629677-962967701
9633816,963381601,9633816-963381601
9646388,964638801,9646388-964638801
9647066,964706601,9647066-964706601
9647804,964780401,9647804-964780401
9647804,964780403,9647804-964780403
9647804,964780404,9647804-964780404
9647804,964780405,9647804-964780405
9647804,964780406,9647804-964780406
9647804,964780407,9647804-964780407
9650921,965092101,9650921-965092101
9652398,965239801,9652398-965239801
9664094,966409401,9664094-966409401
9665601,966560101,9665601-966560101
9665601,966560102,9665601-966560102
9674713,967471301,9674713-967471301
9674713,967471302,9674713-967471302
9678210,967821001,9678210-967821001
9678406,967840601,9678406-967840601
9678842,967884202,9678842-967884202
9686224,968622401,9686224-968622401
9691037,969103701,9691037-969103701
9696123,969612301,9696123-969612301
9696123,969612302,9696123-969612302
9696123,969612303,9696123-969612303
9699602,969960201,9699602-969960201
9700071,970007101,9700071-970007101
9703777,970377702,9703777-970377702
9704710,970471001,9704710-970471001
9713807,971380702,9713807-971380702
9715737,971573701,9715737-971573701
9720853,972085301,9720853-972085301
9724832,972483201,9724832-972483201
9726132,972613201,9726132-972613201
9730457,973045701,9730457-973045701
9730457,973045702,9730457-973045702
9730457,973045703,9730457-973045703
9734249,973424901,9734249-973424901
9734805,973480501,9734805-973480501
9738009,973800901,9738009-973800901
9738015,973801501,9738015-973801501
9738015,973801502,9738015-973801502
9741293,974129301,9741293-974129301
9742078,974207801,9742078-974207801
9745484,974548401,9745484-974548401
9745623,974562301,9745623-974562301
9745640,974564001,9745640-974564001
9746405,974640501,9746405-974640501
9746405,974640502,9746405-974640502
9746478,974647801,9746478-974647801
9747077,974707701,9747077-974707701
9751594,975159401,9751594-975159401
9754576,975457601,9754576-975457601
9763034,976303401,9763034-976303401
9765314,976531402,9765314-976531402
9766055,976605502,9766055-976605502
9770135,977013501,9770135-977013501
9772017,977201702,9772017-977201702
9773662,977366201,9773662-977366201
9775488,977548801,9775488-977548801
9779206,977920602,9779206-977920602
9779230,977923002,9779230-977923002
9779321,977932102,9779321-977932102
9779342,977934202,9779342-977934202
9780084,978008401,9780084-978008401
9780309,978030901,9780309-978030901
9780403,978040301,9780403-978040301
9780956,978095601,9780956-978095601
9781591,978159101,9781591-978159101
9786318,978631801,9786318-978631801
9788569,978856901,9788569-978856901
9791585,979158501,9791585-979158501
9791806,979180601,9791806-979180601
9792780,979278001,9792780-979278001
9793848,979384801,9793848-979384801
9800129,980012901,9800129-980012901
9804381,980438102,9804381-980438102
9808133,980813301,9808133-980813301
9808490,980849001,9808490-980849001
9808658,980865802,9808658-980865802
9812249,981224901,9812249-981224901
9817290,981729001,9817290-981729001
9821101,982110102,9821101-982110102
9821938,982193802,9821938-982193802
9821983,982198302,9821983-982198302
9829507,982950702,9829507-982950702
9829538,982953802,9829538-982953802
9835271,983527101,9835271-983527101
9839170,983917002,9839170-983917002
9839959,983995901,9839959-983995901
9844006,984400601,9844006-984400601
9851747,985174702,9851747-985174702
9852199,985219901,9852199-985219901
9852598,985259801,9852598-985259801
9852598,985259802,9852598-985259802
9852803,985280301,9852803-985280301
9853393,985339301,9853393-985339301
9853769,985376901,9853769-985376901
9859424,985942401,9859424-985942401
9862494,986249401,9862494-986249401
9862494,986249403,9862494-986249403
9862494,986249404,9862494-986249404
9863948,986394801,9863948-986394801
9864107,986410702,9864107-986410702
9868104,986810401,9868104-986810401
9868508,986850801,9868508-986850801
9869999,986999901,9869999-986999901
9872621,987262102,9872621-987262102
9872968,987296801,9872968-987296801
9876644,987664401,9876644-987664401
9876745,987674501,9876745-987674501
9876758,987675801,9876758-987675801
9876830,987683002,9876830-987683002
9878697,987869701,9878697-987869701
9878985,987898501,9878985-987898501
9879448,987944801,9879448-987944801
9879734,987973401,9879734-987973401
9880349,988034901,9880349-988034901
9880461,988046101,9880461-988046101
9882888,988288801,9882888-988288801
9884362,988436201,9884362-988436201
9885227,988522701,9885227-988522701
9885786,988578601,9885786-988578601
9891150,989115001,9891150-989115001
9891150,989115002,9891150-989115002
9891571,989157101,9891571-989157101
9892612,989261202,9892612-989261202
9901016,990101601,9901016-990101601
9903015,990301501,9903015-990301501
9903015,990301502,9903015-990301502
9904457,990445702,9904457-990445702
9908252,990825201,9908252-990825201
9909626,990962602,9909626-990962602
9910046,991004602,9910046-991004602
9911655,991165501,9911655-991165501
9919047,991904701,9919047-991904701
9921944,992194402,9921944-992194402
9921948,992194802,9921948-992194802
9921966,992196602,9921966-992196602
9921968,992196802,9921968-992196802
9921987,992198702,9921987-992198702
9921999,992199902,9921999-992199902
9922027,992202702,9922027-992202702
9922045,992204502,9922045-992204502
9924733,992473301,9924733-992473301
9926961,992696101,9926961-992696101
9926961,992696102,9926961-992696102
9927077,992707701,9927077-992707701
9930535,993053501,9930535-993053501
9931158,993115801,9931158-993115801
9931733,993173302,9931733-993173302
9931747,993174702,9931747-993174702
9931767,993176702,9931767-993176702
9931938,993193802,9931938-993193802
9932191,993219102,9932191-993219102
9932197,993219702,9932197-993219702
9932408,993240801,9932408-993240801
9932824,993282401,9932824-993282401
9936711,993671101,9936711-993671101
9937236,993723602,9937236-993723602
9938344,993834401,9938344-993834401
9938344,993834402,9938344-993834402
9938426,993842601,9938426-993842601
9943605,994360501,9943605-994360501
9943605,994360502,9943605-994360502
9943908,994390803,9943908-994390803
9944380,994438001,9944380-994438001
9946155,994615502,9946155-994615502
9950023,995002301,9950023-995002301
9951720,995172001,9951720-995172001
9951728,995172801,9951728-995172801
9956362,995636201,9956362-995636201
9956362,995636202,9956362-995636202
9956362,995636203,9956362-995636203
9956362,995636204,9956362-995636204
9957774,995777401,9957774-995777401
9962632,996263201,9962632-996263201
9964825,996482501,9964825-996482501
9968260,996826001,9968260-996826001
9968308,996830802,9968308-996830802
9968560,996856001,9968560-996856001
9973734,997373401,9973734-997373401
9974232,997423201,9974232-997423201
9981830,998183001,9981830-998183001
9982084,998208402,9982084-998208402
9982084,998208403,9982084-998208403
9982084,998208404,9982084-998208404
9982096,998209602,9982096-998209602
9985722,998572201,9985722-998572201
9985722,998572202,9985722-998572202
9989366,998936601,9989366-998936601
9989366,998936603,9989366-998936603
9989366,998936604,9989366-998936604
9989366,998936605,9989366-998936605
9989366,998936606,9989366-998936606
9989586,998958601,9989586-998958601
9994288,999428801,9994288-999428801
9994645,999464501,9994645-999464501
9996831,999683101,9996831-999683101
9999391,999939101,9999391-999939101
10000204,1000020401,10000204-1000020401
10005282,1000528201,10005282-1000528201
10006722,1000672201,10006722-1000672201
10009956,1000995601,10009956-1000995601
10010349,1001034902,10010349-1001034902
10010370,1001037002,10010370-1001037002
10012552,1001255201,10012552-1001255201
10015895,1001589501,10015895-1001589501
10017748,1001774801,10017748-1001774801
10018251,1001825101,10018251-1001825101
10019489,1001948901,10019489-1001948901
10022019,1002201901,10022019-1002201901
10022019,1002201902,10022019-1002201902
10029784,1002978401,10029784-1002978401
10031441,1003144101,10031441-1003144101
10032355,1003235502,10032355-1003235502
10037869,1003786901,10037869-1003786901
10037869,1003786902,10037869-1003786902
10037869,1003786903,10037869-1003786903
10038056,1003805601,10038056-1003805601
10038056,1003805602,10038056-1003805602
10038336,1003833602,10038336-1003833602
10043016,1004301601,10043016-1004301601
10043466,1004346601,10043466-1004346601
10043928,1004392801,10043928-1004392801
10044307,1004430701,10044307-1004430701
10044465,1004446501,10044465-1004446501
10044465,1004446502,10044465-1004446502
10044812,1004481201,10044812-1004481201
10049462,1004946202,10049462-1004946202
10049850,1004985001,10049850-1004985001
10051515,1005151501,10051515-1005151501
10051560,1005156001,10051560-1005156001
10051560,1005156002,10051560-1005156002
10051560,1005156003,10051560-1005156003
10051560,1005156004,10051560-1005156004
10051560,1005156005,10051560-1005156005
10051560,1005156006,10051560-1005156006
10051560,1005156007,10051560-1005156007
10051942,1005194202,10051942-1005194202
10057566,1005756601,10057566-1005756601
10057566,1005756602,10057566-1005756602
10060012,1006001201,10060012-1006001201
10060758,1006075801,10060758-1006075801
10061284,1006128401,10061284-1006128401
10061502,1006150204,10061502-1006150204
10061502,1006150205,10061502-1006150205
10061502,1006150206,10061502-1006150206
10061866,1006186601,10061866-1006186601
10071297,1007129702,10071297-1007129702
10072143,1007214301,10072143-1007214301
10072162,1007216201,10072162-1007216201
10072910,1007291001,10072910-1007291001
10076414,1007641401,10076414-1007641401
10076414,1007641402,10076414-1007641402
10077620,1007762001,10077620-1007762001
10077620,1007762002,10077620-1007762002
10077620,1007762003,10077620-1007762003
10077620,1007762004,10077620-1007762004
10077620,1007762005,10077620-1007762005
10077620,1007762006,10077620-1007762006
10077845,1007784501,10077845-1007784501
10078858,1007885801,10078858-1007885801
10078896,1007889601,10078896-1007889601
10084399,1008439901,10084399-1008439901
10084464,1008446401,10084464-1008446401
10086512,1008651201,10086512-1008651201
10086695,1008669501,10086695-1008669501
10090108,1009010801,10090108-1009010801
10091990,1009199002,10091990-1009199002
10091998,1009199802,10091998-1009199802
10092558,1009255801,10092558-1009255801
10092672,1009267201,10092672-1009267201
10097748,1009774801,10097748-1009774801
10101686,1010168601,10101686-1010168601
10101841,1010184101,10101841-1010184101
10105162,1010516201,10105162-1010516201
10105852,1010585202,10105852-1010585202
10105855,1010585502,10105855-1010585502
10105865,1010586502,10105865-1010586502
10105868,1010586802,10105868-1010586802
10110610,1011061001,10110610-1011061001
10110647,1011064701,10110647-1011064701
10111906,1011190601,10111906-1011190601
10126041,1012604102,10126041-1012604102
10129398,1012939802,10129398-1012939802
10130169,1013016901,10130169-1013016901
10131893,1013189301,10131893-1013189301
10132037,1013203701,10132037-1013203701
10132037,1013203706,10132037-1013203706
10132037,1013203707,10132037-1013203707
10133297,1013329701,10133297-1013329701
10137683,1013768301,10137683-1013768301
10138657,1013865701,10138657-1013865701
10143148,1014314801,10143148-1014314801
10147501,1014750101,10147501-1014750101
10147994,1014799401,10147994-1014799401
10147994,1014799402,10147994-1014799402
10147994,1014799403,10147994-1014799403
10147994,1014799404,10147994-1014799404
10147994,1014799405,10147994-1014799405
10147994,1014799406,10147994-1014799406
10147994,1014799407,10147994-1014799407
10152190,1015219001,10152190-1015219001
10153042,1015304201,10153042-1015304201
10153042,1015304203,10153042-1015304203
10153042,1015304206,10153042-1015304206
10153042,1015304207,10153042-1015304207
10153177,1015317701,10153177-1015317701
10153377,1015337701,10153377-1015337701
10161552,1016155201,10161552-1016155201
10162530,1016253002,10162530-1016253002
10166387,1016638701,10166387-1016638701
10166438,1016643801,10166438-1016643801
10167228,1016722801,10167228-1016722801
10173129,1017312901,10173129-1017312901
10173542,1017354201,10173542-1017354201
10173932,1017393201,10173932-1017393201
10174222,1017422202,10174222-1017422202
10174314,1017431402,10174314-1017431402
10174314,1017431403,10174314-1017431403
10174314,1017431404,10174314-1017431404
10174345,1017434502,10174345-1017434502
10174345,1017434503,10174345-1017434503
10174350,1017435001,10174350-1017435001
10174720,1017472001,10174720-1017472001
10178271,1017827101,10178271-1017827101
10179997,1017999701,10179997-1017999701
10180196,1018019602,10180196-1018019602
10180426,1018042602,10180426-1018042602
10180695,1018069501,10180695-1018069501
10181567,1018156702,10181567-1018156702
10181568,1018156802,10181568-1018156802
10181568,1018156803,10181568-1018156803
10181569,1018156902,10181569-1018156902
10181571,1018157102,10181571-1018157102
10181572,1018157202,10181572-1018157202
10181576,1018157602,10181576-1018157602
10181587,1018158702,10181587-1018158702
10181591,1018159102,10181591-1018159102
10181593,1018159302,10181593-1018159302
10181612,1018161202,10181612-1018161202
10181638,1018163802,10181638-1018163802
10185327,1018532701,10185327-1018532701
10190834,1019083401,10190834-1019083401
10191369,1019136901,10191369-1019136901
10197467,1019746701,10197467-1019746701
10197508,1019750801,10197508-1019750801
10197508,1019750802,10197508-1019750802
10197532,1019753201,10197532-1019753201
10197532,1019753204,10197532-1019753204
10199560,1019956001,10199560-1019956001
10199560,1019956002,10199560-1019956002
10203851,1020385101,10203851-1020385101
10204966,1020496601,10204966-1020496601
10204966,1020496602,10204966-1020496602
10204966,1020496603,10204966-1020496603
10206233,1020623301,10206233-1020623301
10212808,1021280801,10212808-1021280801
10213510,1021351002,10213510-1021351002
10217129,1021712901,10217129-1021712901
10220278,1022027801,10220278-1022027801
10220278,1022027802,10220278-1022027802
10225792,1022579201,10225792-1022579201
10225792,1022579202,10225792-1022579202
10229627,1022962701,10229627-1022962701
10229728,1022972801,10229728-1022972801
10239872,1023987202,10239872-1023987202
10247478,1024747801,10247478-1024747801
10248858,1024885801,10248858-1024885801
10250449,1025044901,10250449-1025044901
10254475,1025447501,10254475-1025447501
10254475,1025447502,10254475-1025447502
10254475,1025447503,10254475-1025447503
10254475,1025447504,10254475-1025447504
10256791,1025679101,10256791-1025679101
10260802,1026080201,10260802-1026080201
10263557,1026355701,10263557-1026355701
10266927,1026692702,10266927-1026692702
10266992,1026699202,10266992-1026699202
10272466,1027246602,10272466-1027246602
10282762,1028276202,10282762-1028276202
10282764,1028276402,10282764-1028276402
10282773,1028277302,10282773-1028277302
10282779,1028277902,10282779-1028277902
10282785,1028278502,10282785-1028278502
10282792,1028279202,10282792-1028279202
10282799,1028279902,10282799-1028279902
10282805,1028280502,10282805-1028280502
10285080,1028508002,10285080-1028508002
10285183,1028518302,10285183-1028518302
10286300,1028630001,10286300-1028630001
10286957,1028695701,10286957-1028695701
10290956,1029095601,10290956-1029095601
10292255,1029225501,10292255-1029225501
10292843,1029284301,10292843-1029284301
10299738,1029973801,10299738-1029973801
10299814,1029981402,10299814-1029981402
10300138,1030013801,10300138-1030013801
10306439,1030643901,10306439-1030643901
10316352,1031635201,10316352-1031635201
10316352,1031635202,10316352-1031635202
10322157,1032215701,10322157-1032215701
10329329,1032932901,10329329-1032932901
10329329,1032932902,10329329-1032932902
10329329,1032932904,10329329-1032932904
10329425,1032942501,10329425-1032942501
10329600,1032960001,10329600-1032960001
10336913,1033691301,10336913-1033691301
10336985,1033698501,10336985-1033698501
10341745,1034174501,10341745-1034174501
10356451,1035645101,10356451-1035645101
10356451,1035645102,10356451-1035645102
10356451,1035645103,10356451-1035645103
10356451,1035645105,10356451-1035645105
10356451,1035645106,10356451-1035645106
10356521,1035652101,10356521-1035652101
10357466,1035746601,10357466-1035746601
10357466,1035746602,10357466-1035746602
10357466,1035746603,10357466-1035746603
10361014,1036101401,10361014-1036101401
10361771,1036177102,10361771-1036177102
10361775,1036177502,10361775-1036177502
10361780,1036178002,10361780-1036178002
10362400,1036240001,10362400-1036240001
10362400,1036240002,10362400-1036240002
10367220,1036722001,10367220-1036722001
10367812,1036781202,10367812-1036781202
10372038,1037203801,10372038-1037203801
10372458,1037245801,10372458-1037245801
10373802,1037380201,10373802-1037380201
10374250,1037425001,10374250-1037425001
10376120,1037612001,10376120-1037612001
10380279,1038027901,10380279-1038027901
10380279,1038027902,10380279-1038027902
10381302,1038130201,10381302-1038130201
10381768,1038176801,10381768-1038176801
10383119,1038311902,10383119-1038311902
10385931,1038593102,10385931-1038593102
10388319,1038831902,10388319-1038831902
10390859,1039085901,10390859-1039085901
10390895,1039089501,10390895-1039089501
10391321,1039132101,10391321-1039132101
10391326,1039132601,10391326-1039132601
10396080,1039608002,10396080-1039608002
10398087,1039808701,10398087-1039808701
10398418,1039841801,10398418-1039841801
10402486,1040248601,10402486-1040248601
10402486,1040248602,10402486-1040248602
10402486,1040248603,10402486-1040248603
10402486,1040248604,10402486-1040248604
10402486,1040248607,10402486-1040248607
10403592,1040359201,10403592-1040359201
10404473,1040447301,10404473-1040447301
10407883,1040788301,10407883-1040788301
10409043,1040904301,10409043-1040904301
10409043,1040904302,10409043-1040904302
10409043,1040904303,10409043-1040904303
10409043,1040904304,10409043-1040904304
10409043,1040904305,10409043-1040904305
10409043,1040904306,10409043-1040904306
10412317,1041231701,10412317-1041231701
10413342,1041334201,10413342-1041334201
10413935,1041393501,10413935-1041393501
10413935,1041393502,10413935-1041393502
10419776,1041977601,10419776-1041977601
10419951,1041995102,10419951-1041995102
10420319,1042031901,10420319-1042031901
10421006,1042100605,10421006-1042100605
10421006,1042100606,10421006-1042100606
10421012,1042101201,10421012-1042101201
10428295,1042829501,10428295-1042829501
10428793,1042879301,10428793-1042879301
10428931,1042893101,10428931-1042893101
10429677,1042967701,10429677-1042967701
10435652,1043565202,10435652-1043565202
10437261,1043726102,10437261-1043726102
10448174,1044817401,10448174-1044817401
10448658,1044865802,10448658-1044865802
10448658,1044865803,10448658-1044865803
10452951,1045295101,10452951-1045295101
10453107,1045310701,10453107-1045310701
10454392,1045439201,10454392-1045439201
10455108,1045510801,10455108-1045510801
10463244,1046324401,10463244-1046324401
10474110,1047411001,10474110-1047411001
10474551,1047455101,10474551-1047455101
10478277,1047827702,10478277-1047827702
10478338,1047833801,10478338-1047833801
10480449,1048044901,10480449-1048044901
10480496,1048049601,10480496-1048049601
10480935,1048093502,10480935-1048093502
10480997,1048099701,10480997-1048099701
10485224,1048522401,10485224-1048522401
10487115,1048711501,10487115-1048711501
10487955,1048795501,10487955-1048795501
10488291,1048829101,10488291-1048829101
10493104,1049310401,10493104-1049310401
10493310,1049331001,10493310-1049331001
10494531,1049453101,10494531-1049453101
10494759,1049475901,10494759-1049475901
10496712,1049671202,10496712-1049671202
10497628,1049762801,10497628-1049762801
10502984,1050298401,10502984-1050298401
10512477,1051247701,10512477-1051247701
10512718,1051271801,10512718-1051271801
10512736,1051273601,10512736-1051273601
10512736,1051273602,10512736-1051273602
10512736,1051273603,10512736-1051273603
10512736,1051273604,10512736-1051273604
10512736,1051273605,10512736-1051273605
10512978,1051297801,10512978-1051297801
10513221,1051322101,10513221-1051322101
10519923,1051992301,10519923-1051992301
10524067,1052406701,10524067-1052406701
10524984,1052498402,10524984-1052498402
10525329,1052532902,10525329-1052532902
10525329,1052532903,10525329-1052532903
10525670,1052567001,10525670-1052567001
10526885,1052688503,10526885-1052688503
10527460,1052746002,10527460-1052746002
10527460,1052746003,10527460-1052746003
10531395,1053139501,10531395-1053139501
10532753,1053275302,10532753-1053275302
10532769,1053276902,10532769-1053276902
10532817,1053281702,10532817-1053281702
10532971,1053297101,10532971-1053297101
10536488,1053648802,10536488-1053648802
10536492,1053649202,10536492-1053649202
10536897,1053689701,10536897-1053689701
10537463,1053746301,10537463-1053746301
10537680,1053768001,10537680-1053768001
10538046,1053804601,10538046-1053804601
10539198,1053919801,10539198-1053919801
10552647,1055264701,10552647-1055264701
10553593,1055359301,10553593-1055359301
10553631,1055363101,10553631-1055363101
10553979,1055397902,10553979-1055397902
10558615,1055861501,10558615-1055861501
10560069,1056006901,10560069-1056006901
10566585,1056658501,10566585-1056658501
10567343,1056734301,10567343-1056734301
10567798,1056779802,10567798-1056779802
10571460,1057146001,10571460-1057146001
10572759,1057275901,10572759-1057275901
10572802,1057280201,10572802-1057280201
10572819,1057281901,10572819-1057281901
10577112,1057711201,10577112-1057711201
10579651,1057965101,10579651-1057965101
10581536,1058153601,10581536-1058153601
10582435,1058243501,10582435-1058243501
10584645,1058464501,10584645-1058464501
10586717,1058671701,10586717-1058671701
10597649,1059764901,10597649-1059764901
10599395,1059939501,10599395-1059939501
10600600,1060060001,10600600-1060060001
10604640,1060464001,10604640-1060464001
10604890,1060489001,10604890-1060489001
10605040,1060504001,10605040-1060504001
10605769,1060576901,10605769-1060576901
10610471,1061047101,10610471-1061047101
10610606,1061060601,10610606-1061060601
10612106,1061210601,10612106-1061210601
10616783,1061678301,10616783-1061678301
10617179,1061717901,10617179-1061717901
10620057,1062005701,10620057-1062005701
10623411,1062341101,10623411-1062341101
10623559,1062355901,10623559-1062355901
10624328,1062432801,10624328-1062432801
10624336,1062433601,10624336-1062433601
10628213,1062821301,10628213-1062821301
10629030,1062903001,10629030-1062903001
10629210,1062921001,10629210-1062921001
10631960,1063196001,10631960-1063196001
10632773,1063277301,10632773-1063277301
10634960,1063496002,10634960-1063496002
10635660,1063566001,10635660-1063566001
10636813,1063681302,10636813-1063681302
10636862,1063686202,10636862-1063686202
10636901,1063690102,10636901-1063690102
10640348,1064034801,10640348-1064034801
10640648,1064064801,10640648-1064064801
10640684,1064068401,10640684-1064068401
10643601,1064360101,10643601-1064360101
10644281,1064428101,10644281-1064428101
10645247,1064524701,10645247-1064524701
10645247,1064524702,10645247-1064524702
10645247,1064524703,10645247-1064524703
10648668,1064866801,10648668-1064866801
10649424,1064942401,10649424-1064942401
10652588,1065258801,10652588-1065258801
10656129,1065612901,10656129-1065612901
10660440,1066044001,10660440-1066044001
10660641,1066064101,10660641-1066064101
10660641,1066064102,10660641-1066064102
10660641,1066064103,10660641-1066064103
10660641,1066064104,10660641-1066064104
10660641,1066064105,10660641-1066064105
10660641,1066064106,10660641-1066064106
10660641,1066064107,10660641-1066064107
10661617,1066161701,10661617-1066161701
10661617,1066161702,10661617-1066161702
10661617,1066161703,10661617-1066161703
10661617,1066161704,10661617-1066161704
10661617,1066161705,10661617-1066161705
10661617,1066161706,10661617-1066161706
10661617,1066161707,10661617-1066161707
10661617,1066161708,10661617-1066161708
10661617,1066161709,10661617-1066161709
10661617,1066161710,10661617-1066161710
10661617,1066161711,10661617-1066161711
10665054,1066505401,10665054-1066505401
10665554,1066555401,10665554-1066555401
10667407,1066740701,10667407-1066740701
10667800,1066780001,10667800-1066780001
10668294,1066829401,10668294-1066829401
10668696,1066869601,10668696-1066869601
10670835,1067083501,10670835-1067083501
10671289,1067128902,10671289-1067128902
10673478,1067347801,10673478-1067347801
10682802,1068280201,10682802-1068280201
10685171,1068517101,10685171-1068517101
10685202,1068520201,10685202-1068520201
10686589,1068658901,10686589-1068658901
10686600,1068660001,10686600-1068660001
10688475,1068847501,10688475-1068847501
10689681,1068968101,10689681-1068968101
10692380,1069238001,10692380-1069238001
10692578,1069257801,10692578-1069257801
10698300,1069830001,10698300-1069830001
